start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,year,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed,day,day_time
3/22/2016,12,6,3/22/2016,12,24,Mar,2016,Personal,Morrisville,Cary,13.035654,Meal/Entertain,18,43.45218,Tuesday,Morning
3/22/2016,19,12,3/22/2016,19,25,Mar,2016,Personal,Whitebridge,Whitebridge,2.253076,Meal/Entertain,13,10.39881231,Tuesday,Evening
3/23/2016,14,37,3/23/2016,14,42,Mar,2016,Personal,Whitebridge,Preston,2.735878,Meal/Entertain,5,32.830536,Wednesday,Afternoon
3/23/2016,14,53,3/23/2016,14,59,Mar,2016,Personal,Preston,Whitebridge,2.574944,Meal/Entertain,6,25.74944,Wednesday,Afternoon
3/24/2016,19,47,3/24/2016,19,54,Mar,2016,Personal,Whitebridge,Westpark Place,3.21868,Meal/Entertain,7,27.58868571,Thursday,Evening
3/24/2016,20,34,3/24/2016,20,40,Mar,2016,Business,Westpark Place,Whitebridge,3.540548,Meal/Entertain,6,35.40548,Thursday,Evening
3/25/2016,13,24,3/25/2016,16,22,Mar,2016,Business,Cary,Latta,231.74496,Customer Visit,178,78.11627865,Friday,Afternoon
3/25/2016,16,52,3/25/2016,22,22,Mar,2016,Business,Latta,Jacksonville,499.378202,Customer Visit,330,90.79603673,Friday,Afternoon
3/26/2016,14,5,3/26/2016,14,29,Mar,2016,Personal,Couples Glen,Isles of Buena Vista,10.782578,Meeting,24,26.956445,Saturday,Afternoon
3/26/2016,15,19,3/26/2016,15,49,Mar,2016,Personal,Kissimmee,Orlando,14.162192,Meeting,30,28.324384,Saturday,Afternoon
3/26/2016,16,26,3/26/2016,16,30,Mar,2016,Personal,Lake Reams,Lake Reams,1.931208,Meeting,4,28.96812,Saturday,Afternoon
3/27/2016,0,31,3/27/2016,0,40,Mar,2016,Business,Lake Reams,Lake Reams,3.379614,Errand/Supplies,9,22.53076,Sunday,Night
3/27/2016,1,11,3/27/2016,1,23,Mar,2016,Business,Orlando,Kissimmee,10.621644,Meal/Entertain,12,53.10822,Sunday,Night
3/27/2016,15,31,3/27/2016,15,56,Mar,2016,Business,Kissimmee,Orlando,9.816974,Customer Visit,25,23.5607376,Sunday,Afternoon
3/27/2016,21,26,3/27/2016,21,41,Mar,2016,Personal,Orlando,Orlando,11.104446,Customer Visit,15,44.417784,Sunday,Evening
3/27/2016,23,4,3/27/2016,23,18,Mar,2016,Personal,Orlando,Kissimmee,11.748182,Customer Visit,14,50.34935143,Sunday,Evening
3/28/2016,12,29,3/28/2016,12,42,Mar,2016,Personal,Kissimmee,Orlando,5.793624,Customer Visit,13,26.73980308,Monday,Morning
3/28/2016,19,30,3/28/2016,20,23,Mar,2016,Personal,Couples Glen,Vista East,43.774048,Customer Visit,53,49.55552604,Monday,Evening
3/28/2016,22,55,3/28/2016,23,26,Mar,2016,Personal,Orlando,Kissimmee,41.360038,Customer Visit,31,80.05168645,Monday,Evening
3/29/2016,15,27,3/29/2016,16,11,Mar,2016,Personal,Kissimmee,Orlando,21.887024,Customer Visit,44,29.84594182,Tuesday,Afternoon
3/29/2016,18,20,3/29/2016,18,39,Mar,2016,Personal,Sand Lake Commons,Sky Lake,9.977908,Customer Visit,19,31.50918316,Tuesday,Afternoon
3/29/2016,20,29,3/29/2016,20,44,Mar,2016,Personal,Sky Lake,Sand Lake Commons,9.65604,Customer Visit,15,38.62416,Tuesday,Evening
3/29/2016,23,4,3/29/2016,23,21,Mar,2016,Personal,Orlando,Kissimmee,22.208892,Customer Visit,17,78.38432471,Tuesday,Evening
3/30/2016,22,5,3/30/2016,22,55,Mar,2016,Business,Orlando,Kissimmee,46.348992,Meal/Entertain,50,55.6187904,Wednesday,Evening
3/31/2016,12,47,3/31/2016,13,22,Mar,2016,Business,Kissimmee,Orlando,25.910374,Temporary Site,35,44.417784,Thursday,Morning
3/31/2016,14,37,3/31/2016,15,9,Mar,2016,Business,Orlando,Kissimmee,26.393176,Meal/Entertain,32,49.487205,Thursday,Afternoon
4/1/2016,13,43,4/1/2016,14,1,April,2016,Business,Kissimmee,Kissimmee,17.70274,Meeting,18,59.00913333,Friday,Afternoon
4/1/2016,14,36,4/1/2016,15,24,April,2016,Business,Kissimmee,Orlando,24.94477,Customer Visit,48,31.1809625,Friday,Afternoon
4/1/2016,16,1,4/1/2016,16,49,April,2016,Business,Orlando,Kissimmee,32.669602,Meeting,48,40.8370025,Friday,Afternoon
4/1/2016,16,52,4/1/2016,16,57,April,2016,Personal,Kissimmee,Kissimmee,1.126538,Meeting,5,13.518456,Friday,Afternoon
4/2/2016,8,48,4/2/2016,9,4,April,2016,Personal,Kissimmee,Kissimmee,8.85137,Meeting,16,33.1926375,Saturday,Morning
4/2/2016,11,1,4/2/2016,11,16,April,2016,Personal,Kissimmee,Kissimmee,8.207634,Meeting,15,32.830536,Saturday,Morning
4/2/2016,12,21,4/2/2016,14,47,April,2016,Business,Kissimmee,Daytona Beach,124.401982,Customer Visit,146,51.12410219,Saturday,Morning
4/2/2016,16,57,4/2/2016,18,9,April,2016,Business,Daytona Beach,Jacksonville,129.55187,Customer Visit,72,107.9598917,Saturday,Afternoon
4/2/2016,19,38,4/2/2016,22,36,April,2016,Business,Jacksonville,Ridgeland,280.347028,Customer Visit,178,94.4989982,Saturday,Evening
4/3/2016,2,0,4/3/2016,4,16,April,2016,Business,Florence,Cary,256.367862,Meeting,136,113.1034685,Sunday,Night
4/5/2016,21,39,4/5/2016,21,55,April,2016,Business,Whitebridge,Wayne Ridge,12.713786,Meal/Entertain,16,47.6766975,Tuesday,Evening
4/6/2016,0,19,4/6/2016,0,39,April,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meal/Entertain,20,38.62416,Wednesday,Night
4/7/2016,18,20,4/7/2016,18,39,April,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,19,31.00097053,Thursday,Afternoon
4/7/2016,19,45,4/7/2016,20,0,April,2016,Business,Morrisville,Cary,9.816974,Errand/Supplies,15,39.267896,Thursday,Evening
4/8/2016,12,30,4/8/2016,12,48,April,2016,Business,Cary,Durham,16.89807,Meeting,18,56.3269,Friday,Morning
4/8/2016,13,34,4/8/2016,13,51,April,2016,Business,Durham,Cary,14.001258,Meal/Entertain,17,49.41620471,Friday,Afternoon
4/8/2016,13,55,4/8/2016,14,3,April,2016,Business,Westpark Place,Whitebridge,2.896812,Errand/Supplies,8,21.72609,Friday,Afternoon
4/8/2016,14,43,4/8/2016,15,20,April,2016,Business,Cary,Raleigh,30.738394,Meeting,37,49.84604432,Friday,Afternoon
4/8/2016,16,5,4/8/2016,16,47,April,2016,Business,Raleigh,Cary,29.933724,Meeting,42,42.76246286,Friday,Afternoon
4/12/2016,9,15,4/12/2016,9,26,April,2016,Business,Whitebridge,Edgehill Farms,4.506152,Errand/Supplies,11,24.57901091,Tuesday,Morning
4/12/2016,9,34,4/12/2016,9,53,April,2016,Business,Cary,Raleigh,14.323126,Meeting,19,45.23092421,Tuesday,Morning
4/12/2016,10,58,4/12/2016,11,18,April,2016,Business,Meredith,Cedar Hill,12.07005,Customer Visit,20,36.21015,Tuesday,Morning
4/12/2016,12,22,4/12/2016,12,44,April,2016,Business,Raleigh,Morrisville,25.588506,Meeting,22,69.78683455,Tuesday,Morning
4/12/2016,13,42,4/12/2016,14,1,April,2016,Business,Morrisville,Cary,10.46071,Meal/Entertain,19,33.03382105,Tuesday,Afternoon
4/14/2016,7,29,4/14/2016,8,9,April,2016,Business,Cary,Holly Springs,24.622902,Temporary Site,40,36.934353,Thursday,Morning
4/14/2016,16,0,4/14/2016,16,43,April,2016,Business,Holly Springs,Cary,22.047958,Temporary Site,43,30.76459256,Thursday,Afternoon
4/15/2016,11,36,4/15/2016,12,7,April,2016,Business,Cary,Raleigh,19.151146,Temporary Site,31,37.06673419,Friday,Morning
4/15/2016,12,29,4/15/2016,12,32,April,2016,Business,Meredith Townes,Harden Place,2.253076,Errand/Supplies,3,45.06152,Friday,Morning
4/15/2016,14,31,4/15/2016,15,1,April,2016,Business,Raleigh,Cary,24.461968,Meeting,30,48.923936,Friday,Afternoon
4/16/2016,12,59,4/16/2016,13,17,April,2016,Business,Cary,Morrisville,9.65604,Errand/Supplies,18,32.1868,Saturday,Morning
4/16/2016,15,10,4/16/2016,15,26,April,2016,Business,Morrisville,Cary,9.816974,Meal/Entertain,16,36.8136525,Saturday,Afternoon
4/19/2016,17,44,4/19/2016,18,8,April,2016,Business,Whitebridge,Wayne Ridge,13.196588,Meal/Entertain,24,32.99147,Tuesday,Afternoon
4/19/2016,19,57,4/19/2016,20,19,April,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meal/Entertain,22,35.11287273,Tuesday,Evening
4/22/2016,8,25,4/22/2016,9,4,April,2016,Business,Cary,Raleigh,21.887024,Meeting,39,33.67234462,Friday,Morning
4/22/2016,10,10,4/22/2016,10,40,April,2016,Business,Raleigh,Cary,36.21015,Meeting,30,72.4203,Friday,Morning
4/22/2016,12,8,4/22/2016,12,28,April,2016,Business,Cary,Durham,16.737136,Meeting,20,50.211408,Friday,Morning
4/22/2016,13,2,4/22/2016,13,26,April,2016,Business,Durham,Cary,16.0934,Meeting,24,40.2335,Friday,Afternoon
4/23/2016,17,3,4/23/2016,17,16,April,2016,Business,Whitebridge,Tanglewood,9.65604,Meal/Entertain,13,44.56633846,Saturday,Afternoon
4/23/2016,18,49,4/23/2016,19,5,April,2016,Business,Tanglewood,Whitebridge,10.46071,Meal/Entertain,16,39.2276625,Saturday,Afternoon
4/24/2016,19,7,4/24/2016,19,16,April,2016,Business,Cary,Morrisville,4.988954,Errand/Supplies,9,33.25969333,Sunday,Evening
4/24/2016,19,46,4/24/2016,19,52,April,2016,Business,Chessington,Chessington,3.057746,Errand/Supplies,6,30.57746,Sunday,Evening
4/24/2016,21,41,4/24/2016,21,50,April,2016,Business,Morrisville,Cary,6.759228,Between Offices,9,45.06152,Sunday,Evening
4/27/2016,13,30,4/27/2016,13,40,April,2016,Business,Whitebridge,Burtrose,7.885766,Between Offices,10,47.314596,Wednesday,Afternoon
4/27/2016,14,13,4/27/2016,14,25,April,2016,Business,Burtrose,Whitebridge,7.724832,Between Offices,12,38.62416,Wednesday,Afternoon
4/28/2016,12,9,4/28/2016,12,34,April,2016,Business,Cary,Raleigh,19.955816,Customer Visit,25,47.8939584,Thursday,Morning
4/28/2016,13,30,4/28/2016,13,49,April,2016,Business,Raleigh,Cary,52.786352,Customer Visit,19,166.6937432,Thursday,Afternoon
4/28/2016,22,10,4/28/2016,22,28,April,2016,Business,Morrisville,Cary,8.85137,Customer Visit,18,29.50456667,Thursday,Evening
4/29/2016,11,44,4/29/2016,12,1,April,2016,Business,Cary,Durham,15.932466,Meeting,17,56.23223294,Friday,Morning
4/29/2016,13,13,4/29/2016,13,34,April,2016,Business,Durham,Cary,16.0934,Meeting,21,45.98114286,Friday,Afternoon
4/29/2016,18,46,4/29/2016,19,18,April,2016,Business,Cary,Durham,22.852628,Customer Visit,32,42.8486775,Friday,Afternoon
4/29/2016,22,44,4/29/2016,23,19,April,2016,Business,Durham,Cary,29.289988,Meeting,35,50.211408,Friday,Evening
4/30/2016,18,42,4/30/2016,18,57,April,2016,Business,Whitebridge,Waverly Place,12.391918,Meal/Entertain,15,49.567672,Saturday,Afternoon
4/30/2016,22,16,4/30/2016,22,34,April,2016,Business,Waverly Place,Whitebridge,10.943512,Meal/Entertain,18,36.47837333,Saturday,Evening
5/1/2016,13,45,5/1/2016,13,53,May,2016,Business,Whitebridge,Westpark Place,3.379614,Meal/Entertain,8,25.347105,Sunday,Afternoon
5/1/2016,14,26,5/1/2016,14,31,May,2016,Business,Westpark Place,Whitebridge,3.701482,Meal/Entertain,5,44.417784,Sunday,Afternoon
5/1/2016,17,33,5/1/2016,17,45,May,2016,Business,Whitebridge,Tanglewood,9.977908,Between Offices,12,49.88954,Sunday,Afternoon
5/1/2016,17,54,5/1/2016,18,10,May,2016,Business,Tanglewood,Parkway,12.07005,Meeting,16,45.2626875,Sunday,Afternoon
5/1/2016,22,38,5/1/2016,22,49,May,2016,Business,Parkway,Whitebridge,4.988954,Errand/Supplies,11,27.21247636,Sunday,Evening
5/2/2016,14,14,5/2/2016,14,21,May,2016,Business,Whitebridge,Westpark Place,3.540548,Errand/Supplies,7,30.34755429,Monday,Afternoon
5/2/2016,15,37,5/2/2016,15,48,May,2016,Business,Westpark Place,Whitebridge,6.276426,Meal/Entertain,11,34.23505091,Monday,Afternoon
5/3/2016,22,20,5/3/2016,22,28,May,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,8,30.175125,Tuesday,Evening
5/4/2016,15,16,5/4/2016,15,37,May,2016,Business,Cary,Morrisville,14.001258,Meal/Entertain,21,40.00359429,Wednesday,Afternoon
5/4/2016,20,55,5/4/2016,21,14,May,2016,Business,Mcvan,Capitol One,23.33543,Errand/Supplies,19,73.69083158,Wednesday,Evening
5/4/2016,21,30,5/4/2016,21,36,May,2016,Business,Capitol One,University District,7.24203,Meal/Entertain,6,72.4203,Wednesday,Evening
5/4/2016,22,19,5/4/2016,22,27,May,2016,Business,University District,Capitol One,8.0467,Meal/Entertain,8,60.35025,Wednesday,Evening
5/5/2016,21,24,5/5/2016,21,36,May,2016,Business,Seattle,Redmond,22.852628,Meal/Entertain,12,114.26314,Thursday,Evening
5/5/2016,22,34,5/5/2016,22,40,May,2016,Business,Redmond,Bellevue,4.667086,Errand/Supplies,6,46.67086,Thursday,Evening
5/6/2016,5,47,5/6/2016,6,2,May,2016,Business,Capitol One,Mcvan,23.174496,Meeting,15,92.697984,Friday,Night
5/6/2016,16,45,5/6/2016,16,59,May,2016,Business,Chapel Hill,Morrisville,27.35878,Meeting,14,117.2519143,Friday,Afternoon
5/6/2016,17,18,5/6/2016,17,44,May,2016,Business,Morrisville,Cary,12.713786,Customer Visit,26,29.33950615,Friday,Afternoon
5/9/2016,6,8,5/9/2016,6,25,May,2016,Business,Cary,Morrisville,13.518456,Customer Visit,17,47.71219765,Monday,Night
5/9/2016,14,39,5/9/2016,15,6,May,2016,Business,San Francisco,Palo Alto,32.99147,Between Offices,27,73.31437778,Monday,Afternoon
5/9/2016,17,58,5/9/2016,18,26,May,2016,Business,Palo Alto,Sunnyvale,15.771532,Customer Visit,28,33.79614,Monday,Afternoon
5/9/2016,19,35,5/9/2016,19,59,May,2016,Business,Sunnyvale,Newark,28.324384,Customer Visit,24,70.81096,Monday,Evening
5/10/2016,9,3,5/10/2016,9,20,May,2016,Business,Newark,Menlo Park,14.966862,Customer Visit,17,52.82421882,Tuesday,Morning
5/10/2016,17,19,5/10/2016,17,31,May,2016,Business,Menlo Park,Newark,12.713786,Customer Visit,12,63.56893,Tuesday,Afternoon
5/11/2016,8,35,5/11/2016,9,12,May,2016,Business,Newark,San Francisco,41.199104,Meeting,37,66.80935784,Wednesday,Morning
5/11/2016,21,47,5/11/2016,22,4,May,2016,Business,Morrisville,Cary,13.035654,Meeting,17,46.00819059,Wednesday,Evening
5/14/2016,18,35,5/14/2016,18,39,May,2016,Business,Cary,Morrisville,4.988954,Meal/Entertain,4,74.83431,Saturday,Afternoon
5/14/2016,23,1,5/14/2016,23,5,May,2016,Business,Morrisville,Cary,4.988954,Meal/Entertain,4,74.83431,Saturday,Evening
5/17/2016,13,15,5/17/2016,13,23,May,2016,Business,Whitebridge,Preston,4.506152,Errand/Supplies,8,33.79614,Tuesday,Afternoon
5/17/2016,13,56,5/17/2016,14,8,May,2016,Business,Preston,Westpark Place,4.345218,Errand/Supplies,12,21.72609,Tuesday,Afternoon
5/17/2016,14,34,5/17/2016,14,40,May,2016,Business,Westpark Place,Whitebridge,3.057746,Errand/Supplies,6,30.57746,Tuesday,Afternoon
5/18/2016,9,11,5/18/2016,9,41,May,2016,Business,Cary,Morrisville,13.518456,Customer Visit,30,27.036912,Wednesday,Morning
5/18/2016,13,0,5/18/2016,13,2,May,2016,Business,Morrisville,Raleigh,12.230984,Customer Visit,2,366.92952,Wednesday,Afternoon
5/19/2016,14,37,5/19/2016,15,1,May,2016,Business,Old City,Parkway Museums,4.667086,Meal/Entertain,24,11.667715,Thursday,Afternoon
5/20/2016,10,56,5/20/2016,11,7,May,2016,Business,Old City,Hog Island,18.024608,Meeting,11,98.31604364,Friday,Morning
5/20/2016,15,43,5/20/2016,16,12,May,2016,Business,Morrisville,Cary,13.196588,Meal/Entertain,29,27.30328552,Friday,Afternoon
5/22/2016,15,39,5/22/2016,15,46,May,2016,Business,Cary,Morrisville,4.82802,Meal/Entertain,7,41.38302857,Sunday,Afternoon
5/22/2016,18,46,5/22/2016,18,53,May,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,7,34.48585714,Sunday,Afternoon
5/23/2016,20,19,5/23/2016,20,27,May,2016,Business,Whitebridge,Savon Height,5.793624,Meal/Entertain,8,43.45218,Monday,Evening
5/23/2016,21,9,5/23/2016,21,21,May,2016,Business,Savon Height,Whitebridge,5.793624,Errand/Supplies,12,28.96812,Monday,Evening
5/27/2016,20,26,5/27/2016,20,30,May,2016,Business,Whitebridge,Kildaire Farms,7.24203,Errand/Supplies,4,108.63045,Friday,Evening
5/27/2016,20,47,5/27/2016,20,53,May,2016,Business,Savon Height,Kilarney Woods,1.931208,Errand/Supplies,6,19.31208,Friday,Evening
5/27/2016,22,11,5/27/2016,22,14,May,2016,Business,Kilarney Woods,Kildaire Farms,2.735878,Errand/Supplies,3,54.71756,Friday,Evening
5/28/2016,0,15,5/28/2016,0,21,May,2016,Business,Kilarney Woods,Whitebridge,7.563898,Errand/Supplies,6,75.63898,Saturday,Night
5/28/2016,12,52,5/28/2016,13,6,May,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,14,42.07274571,Saturday,Morning
5/28/2016,14,35,5/28/2016,15,4,May,2016,Business,Morrisville,Cary,18.185542,Customer Visit,29,37.62525931,Saturday,Afternoon
5/31/2016,13,54,5/31/2016,14,41,May,2016,Business,Cary,Raleigh,23.979166,Meeting,47,30.61170128,Tuesday,Afternoon
5/31/2016,16,2,5/31/2016,16,39,May,2016,Business,Raleigh,Cary,22.53076,Meeting,37,36.53636757,Tuesday,Afternoon
5/31/2016,17,50,5/31/2016,17,59,May,2016,Business,Westpark Place,Whitebridge,2.896812,Meeting,9,19.31208,Tuesday,Afternoon
6/1/2016,10,19,6/1/2016,10,47,June,2016,Business,Cary,Morrisville,10.782578,Customer Visit,28,23.10552429,Wednesday,Morning
6/1/2016,13,10,6/1/2016,13,39,June,2016,Business,Morrisville,Cary,15.449664,Meeting,29,31.96482207,Wednesday,Afternoon
6/3/2016,11,29,6/3/2016,11,49,June,2016,Business,Cary,Durham,16.737136,Meeting,20,50.211408,Friday,Morning
6/3/2016,13,8,6/3/2016,13,38,June,2016,Business,Durham,Cary,15.932466,Meeting,30,31.864932,Friday,Afternoon
6/3/2016,15,31,6/3/2016,15,54,June,2016,Business,Cary,Morrisville,9.65604,Meal/Entertain,23,25.18966957,Friday,Afternoon
6/3/2016,18,14,6/3/2016,18,29,June,2016,Business,Townes at Everett Crossing,Chessington,5.310822,Errand/Supplies,15,21.243288,Friday,Afternoon
6/3/2016,18,41,6/3/2016,18,53,June,2016,Business,Morrisville,Cary,4.988954,Errand/Supplies,12,24.94477,Friday,Afternoon
6/3/2016,19,36,6/3/2016,19,42,June,2016,Business,Huntington Woods,Weston,2.735878,Errand/Supplies,6,27.35878,Friday,Evening
6/3/2016,22,47,6/3/2016,23,6,June,2016,Business,Morrisville,Cary,6.43736,Between Offices,19,20.32850526,Friday,Evening
6/5/2016,14,3,6/5/2016,14,33,June,2016,Business,Whitebridge,Savon Height,12.552852,Customer Visit,30,25.105704,Sunday,Afternoon
6/5/2016,15,6,6/5/2016,15,22,June,2016,Business,Cary,Morrisville,12.552852,Customer Visit,16,47.073195,Sunday,Afternoon
6/5/2016,15,57,6/5/2016,16,8,June,2016,Business,Weston,Weston,6.115492,Meal/Entertain,11,33.35722909,Sunday,Afternoon
6/5/2016,18,5,6/5/2016,18,14,June,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,9,26.82233333,Sunday,Afternoon
6/5/2016,21,53,6/5/2016,22,5,June,2016,Business,Cary,Durham,15.932466,Meeting,12,79.66233,Sunday,Evening
6/6/2016,15,36,6/6/2016,15,45,June,2016,Business,Whitebridge,Hazelwood,4.82802,Errand/Supplies,9,32.1868,Monday,Afternoon
6/6/2016,16,16,6/6/2016,16,24,June,2016,Business,Hazelwood,Whitebridge,3.862416,Errand/Supplies,8,28.96812,Monday,Afternoon
6/6/2016,20,6,6/6/2016,20,20,June,2016,Business,Cary,Apex,9.173238,Meal/Entertain,14,39.31387714,Monday,Evening
6/6/2016,21,8,6/6/2016,21,37,June,2016,Business,Apex,Cary,11.587248,Meal/Entertain,29,23.97361655,Monday,Evening
6/6/2016,21,41,6/6/2016,22,0,June,2016,Business,Cary,Durham,16.737136,Meeting,19,52.85411368,Monday,Evening
6/6/2016,23,34,6/6/2016,23,48,June,2016,Business,Durham,Cary,15.932466,Meeting,14,68.28199714,Monday,Evening
6/7/2016,21,42,6/7/2016,22,0,June,2016,Business,Cary,Durham,16.737136,Meeting,18,55.79045333,Tuesday,Evening
6/8/2016,8,23,6/8/2016,8,53,June,2016,Business,Cary,Morrisville,14.001258,Meal/Entertain,30,28.002516,Wednesday,Morning
6/8/2016,12,4,6/8/2016,13,1,June,2016,Business,Jamaica,New York,35.888282,Errand/Supplies,57,37.77713895,Wednesday,Morning
6/8/2016,13,12,6/8/2016,13,29,June,2016,Business,Seaport,Gramercy-Flatiron,5.310822,Meal/Entertain,17,18.74407765,Wednesday,Afternoon
6/8/2016,14,31,6/8/2016,14,37,June,2016,Business,Medical Centre,Tudor City,1.126538,Errand/Supplies,6,11.26538,Wednesday,Afternoon
6/8/2016,16,55,6/8/2016,17,11,June,2016,Business,Rose Hill,Soho,4.02335,Meal/Entertain,16,15.0875625,Wednesday,Afternoon
6/8/2016,17,16,6/8/2016,17,18,June,2016,Business,Soho,Tribeca,0.80467,Errand/Supplies,2,24.1401,Wednesday,Afternoon
6/8/2016,17,59,6/8/2016,18,5,June,2016,Business,Tribeca,Financial District,1.448406,Errand/Supplies,6,14.48406,Wednesday,Afternoon
6/8/2016,20,11,6/8/2016,20,25,June,2016,Business,Financial District,Kips Bay,7.724832,Errand/Supplies,14,33.10642286,Wednesday,Evening
6/10/2016,15,19,6/10/2016,16,28,June,2016,Business,New York,Jamaica,26.232242,Meeting,69,22.81064522,Friday,Afternoon
6/10/2016,21,47,6/10/2016,22,4,June,2016,Business,Cary,Durham,16.737136,Meeting,17,59.07224471,Friday,Evening
6/11/2016,17,8,6/11/2016,17,16,June,2016,Business,Cary,Morrisville,5.954558,Errand/Supplies,8,44.659185,Saturday,Afternoon
6/11/2016,17,34,6/11/2016,17,39,June,2016,Business,Morrisville,Cary,7.402964,Meal/Entertain,5,88.835568,Saturday,Afternoon
6/11/2016,17,50,6/11/2016,17,56,June,2016,Business,Westpark Place,Whitebridge,2.735878,Meal/Entertain,6,27.35878,Saturday,Afternoon
6/11/2016,21,45,6/11/2016,22,4,June,2016,Business,Cary,Durham,16.737136,Meeting,19,52.85411368,Saturday,Evening
6/12/2016,19,53,6/12/2016,19,56,June,2016,Business,Cary,Morrisville,4.02335,Meal/Entertain,3,80.467,Sunday,Evening
6/12/2016,20,5,6/12/2016,20,16,June,2016,Business,Morrisville,Cary,6.920162,Errand/Supplies,11,37.74633818,Sunday,Evening
6/12/2016,21,58,6/12/2016,22,19,June,2016,Business,Parkway,Whitebridge,4.506152,Errand/Supplies,21,12.87472,Sunday,Evening
6/13/2016,5,23,6/13/2016,5,42,June,2016,Business,Cary,Morrisville,13.518456,Meal/Entertain,19,42.68986105,Monday,Night
6/13/2016,14,17,6/13/2016,14,46,June,2016,Business,Oakland,Emeryville,21.243288,Meeting,29,43.95163034,Monday,Afternoon
6/13/2016,18,8,6/13/2016,18,47,June,2016,Business,Emeryville,Berkeley,6.276426,Meal/Entertain,39,9.65604,Monday,Afternoon
6/13/2016,18,54,6/13/2016,19,23,June,2016,Business,Berkeley,Oakland,8.207634,Meal/Entertain,29,16.98131172,Monday,Afternoon
6/13/2016,20,0,6/13/2016,20,5,June,2016,Business,Oakland,Unknown Location,8.368568,Customer Visit,5,100.422816,Monday,Evening
6/14/2016,12,3,6/14/2016,12,21,June,2016,Business,Emeryville,San Francisco,15.771532,Customer Visit,18,52.57177333,Tuesday,Morning
6/14/2016,16,9,6/14/2016,16,39,June,2016,Business,San Francisco,Emeryville,18.668344,Meeting,30,37.336688,Tuesday,Afternoon
6/14/2016,17,15,6/14/2016,17,24,June,2016,Business,Emeryville,Oakland,8.207634,Meeting,9,54.71756,Tuesday,Afternoon
6/14/2016,17,27,6/14/2016,17,57,June,2016,Business,Downtown,Bay Farm Island,14.966862,Errand/Supplies,30,29.933724,Tuesday,Afternoon
6/15/2016,1,46,6/15/2016,2,6,June,2016,Business,Kenner,New Orleans,19.955816,Between Offices,20,59.867448,Wednesday,Night
6/15/2016,15,26,6/15/2016,15,34,June,2016,Business,CBD,Lower Garden District,3.057746,Between Offices,8,22.933095,Wednesday,Afternoon
6/15/2016,16,37,6/15/2016,17,2,June,2016,Business,Lower Garden District,Lakeview,10.299776,Customer Visit,25,24.7194624,Wednesday,Afternoon
6/15/2016,17,29,6/15/2016,17,49,June,2016,Personal,Lakeview,Storyville,8.85137,Customer Visit,20,26.55411,Wednesday,Afternoon
6/15/2016,19,52,6/15/2016,19,58,June,2016,Business,Storyville,Faubourg Marigny,2.41401,Meal/Entertain,6,24.1401,Wednesday,Evening
6/16/2016,13,36,6/16/2016,14,30,June,2016,Business,New Orleans,Metairie,23.33543,Meal/Entertain,54,25.92825556,Thursday,Afternoon
6/16/2016,14,42,6/16/2016,14,46,June,2016,Business,Metairie,Kenner,4.345218,Meal/Entertain,4,65.17827,Thursday,Afternoon
6/16/2016,15,17,6/16/2016,15,41,June,2016,Business,Kenner,New Orleans,24.1401,Meal/Entertain,24,60.35025,Thursday,Afternoon
6/16/2016,19,39,6/16/2016,19,56,June,2016,Business,New Orleans,Kenner,20.760486,Meal/Entertain,17,73.27230353,Thursday,Evening
6/16/2016,21,43,6/16/2016,21,56,June,2016,Business,Kenner,New Orleans,21.887024,Meal/Entertain,13,101.0170338,Thursday,Evening
6/17/2016,16,11,6/17/2016,16,44,June,2016,Business,New Orleans,Kenner,19.633948,Meal/Entertain,33,35.69808727,Friday,Afternoon
6/18/2016,0,29,6/18/2016,0,51,June,2016,Business,Morrisville,Cary,14.001258,Meal/Entertain,22,38.18524909,Saturday,Night
6/19/2016,2,39,6/19/2016,2,50,June,2016,Business,Cary,Raleigh,9.65604,Meal/Entertain,11,52.66930909,Sunday,Night
6/19/2016,5,51,6/19/2016,6,0,June,2016,Business,Raleigh,Cary,9.495106,Meal/Entertain,9,63.30070667,Sunday,Night
6/21/2016,15,39,6/21/2016,16,8,June,2016,Business,Cary,Raleigh,31.060262,Meal/Entertain,29,64.26261103,Tuesday,Afternoon
6/21/2016,17,11,6/21/2016,18,2,June,2016,Business,Raleigh,Cary,26.715044,Meal/Entertain,51,31.42946353,Tuesday,Afternoon
6/24/2016,10,41,6/24/2016,10,57,June,2016,Business,Whitebridge,Waverly Place,11.426314,Meal/Entertain,16,42.8486775,Friday,Morning
6/24/2016,11,54,6/24/2016,12,1,June,2016,Business,Waverly Place,Macgregor Downs,3.379614,Meal/Entertain,7,28.96812,Friday,Morning
6/24/2016,12,19,6/24/2016,12,37,June,2016,Business,Cary,Raleigh,13.840324,Errand/Supplies,18,46.13441333,Friday,Morning
