start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,year,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed,day,day_time
6/24/2016,12,50,6/24/2016,13,12,June,2016,Business,Raleigh,Morrisville,14.48406,Errand/Supplies,22,39.50198182,Friday,Morning
6/24/2016,13,18,6/24/2016,13,27,June,2016,Business,Morrisville,Cary,4.988954,Errand/Supplies,9,33.25969333,Friday,Afternoon
6/24/2016,14,1,6/24/2016,14,20,June,2016,Business,Cary,Morrisville,13.518456,Temporary Site,19,42.68986105,Friday,Afternoon
6/24/2016,20,44,6/24/2016,21,2,June,2016,Business,Kenner,New Orleans,20.599552,Temporary Site,18,68.66517333,Friday,Evening
6/25/2016,9,3,6/25/2016,9,12,June,2016,Business,CBD,Bywater,7.24203,Temporary Site,9,48.2802,Saturday,Morning
6/25/2016,9,15,6/25/2016,10,8,June,2016,Business,New Orleans,Chalmette,18.990212,Between Offices,53,21.49835321,Saturday,Morning
6/25/2016,10,18,6/25/2016,10,25,June,2016,Business,Chalmette,Arabi,1.770274,Errand/Supplies,7,15.17377714,Saturday,Morning
6/25/2016,10,50,6/25/2016,11,18,June,2016,Business,Arabi,Metairie,27.35878,Meal/Entertain,28,58.62595714,Saturday,Morning
6/25/2016,11,25,6/25/2016,11,34,June,2016,Business,Pontchartrain Shores,Pontchartrain Shores,2.735878,Meeting,9,18.23918667,Saturday,Morning
6/25/2016,11,53,6/25/2016,13,21,June,2016,Business,Metairie,New Orleans,24.94477,Meeting,88,17.00779773,Saturday,Morning
6/25/2016,19,47,6/25/2016,19,58,June,2016,Business,Storyville,Marigny,2.574944,Meeting,11,14.04514909,Saturday,Evening
6/25/2016,23,19,6/25/2016,23,26,June,2016,Business,Marigny,Storyville,2.41401,Meeting,7,20.69151429,Saturday,Evening
6/26/2016,17,43,6/26/2016,18,18,June,2016,Business,New Orleans,Kenner,20.277684,Meeting,35,34.761744,Sunday,Afternoon
6/26/2016,18,45,6/26/2016,19,12,June,2016,Business,Pontchartrain Shores,Pontchartrain Shores,7.724832,Meeting,27,17.16629333,Sunday,Afternoon
6/26/2016,19,41,6/26/2016,19,50,June,2016,Business,Kenner,Kenner,3.540548,Meeting,9,23.60365333,Sunday,Evening
6/26/2016,21,14,6/26/2016,21,42,June,2016,Business,Kenner,New Orleans,20.92142,Meeting,28,44.83161429,Sunday,Evening
6/27/2016,7,37,6/27/2016,8,48,June,2016,Business,New Orleans,Covington,75.478046,Meeting,71,63.78426423,Monday,Morning
6/27/2016,8,51,6/27/2016,9,0,June,2016,Business,Covington,Covington,4.02335,Meeting,9,26.82233333,Monday,Morning
6/27/2016,9,5,6/27/2016,9,33,June,2016,Business,Covington,Covington,13.840324,Meeting,28,29.65783714,Monday,Morning
6/27/2016,9,43,6/27/2016,10,8,June,2016,Business,Covington,Covington,8.368568,Meeting,25,20.0845632,Monday,Morning
6/27/2016,10,22,6/27/2016,10,39,June,2016,Business,Covington,Covington,12.230984,Meeting,17,43.16817882,Monday,Morning
6/27/2016,10,51,6/27/2016,10,58,June,2016,Business,Covington,Covington,2.896812,Meeting,7,24.82981714,Monday,Morning
6/27/2016,11,6,6/27/2016,11,24,June,2016,Business,Covington,Mandeville,7.563898,Meeting,18,25.21299333,Monday,Morning
6/27/2016,11,30,6/27/2016,11,42,June,2016,Business,Mandeville,Mandeville,4.506152,Meeting,12,22.53076,Monday,Morning
6/27/2016,12,22,6/27/2016,13,2,June,2016,Business,Mandeville,Metairie,48.2802,Meeting,40,72.4203,Monday,Morning
6/27/2016,13,56,6/27/2016,14,5,June,2016,Business,Metairie,Kenner,7.081096,Meeting,9,47.20730667,Monday,Afternoon
6/27/2016,21,9,6/27/2016,21,19,June,2016,Business,Jamestown Court,Jamestown Court,1.60934,Meeting,10,9.65604,Monday,Evening
6/28/2016,0,48,6/28/2016,1,5,June,2016,Business,Morrisville,Cary,13.196588,Customer Visit,17,46.57619294,Tuesday,Night
6/28/2016,20,13,6/28/2016,20,33,June,2016,Business,Cary,Durham,16.737136,Meeting,20,50.211408,Tuesday,Evening
6/28/2016,23,34,6/28/2016,23,59,June,2016,Business,Durham,Cary,15.932466,Meeting,25,38.2379184,Tuesday,Evening
6/28/2016,23,34,6/28/2016,23,59,June,2016,Business,Durham,Cary,15.932466,Meeting,25,38.2379184,Tuesday,Evening
6/29/2016,8,56,6/29/2016,9,24,June,2016,Business,Cary,Morrisville,11.748182,Meeting,28,25.17467571,Wednesday,Morning
6/29/2016,10,22,6/29/2016,10,38,June,2016,Business,Morrisville,Cary,11.909116,Meeting,16,44.659185,Wednesday,Morning
6/29/2016,11,49,6/29/2016,11,51,June,2016,Business,Whitebridge,Westpark Place,2.574944,Meeting,2,77.24832,Wednesday,Morning
6/29/2016,12,11,6/29/2016,12,16,June,2016,Business,Westpark Place,Whitebridge,2.896812,Meeting,5,34.761744,Wednesday,Morning
6/29/2016,20,11,6/29/2016,20,29,June,2016,Business,Cary,Durham,16.737136,Meeting,18,55.79045333,Wednesday,Evening
6/30/2016,20,9,6/30/2016,20,26,June,2016,Business,Cary,Durham,15.932466,Meeting,17,56.23223294,Thursday,Evening
7/1/2016,0,0,7/1/2016,0,25,July,2016,Business,Durham,Cary,15.932466,Meeting,25,38.2379184,Friday,Night
7/1/2016,9,34,7/1/2016,9,57,July,2016,Business,Cary,Raleigh,21.404222,Meeting,23,55.83710087,Friday,Morning
7/1/2016,12,36,7/1/2016,13,0,July,2016,Business,Raleigh,Cary,18.185542,Meeting,24,45.463855,Friday,Morning
7/1/2016,20,6,7/1/2016,20,24,July,2016,Business,Cary,Durham,16.89807,Meeting,18,56.3269,Friday,Evening
7/2/2016,20,18,7/2/2016,20,36,July,2016,Business,Cary,Durham,16.254334,Meeting,18,54.18111333,Saturday,Evening
7/3/2016,0,28,7/3/2016,0,38,July,2016,Business,Cary,Morrisville,4.988954,Errand/Supplies,10,29.933724,Sunday,Night
7/3/2016,3,2,7/3/2016,3,8,July,2016,Business,Morrisville,Cary,4.988954,Errand/Supplies,6,49.88954,Sunday,Night
7/3/2016,20,0,7/3/2016,20,18,July,2016,Business,Cary,Durham,15.932466,Meeting,18,53.10822,Sunday,Evening
7/4/2016,0,32,7/4/2016,0,47,July,2016,Business,Durham,Cary,15.932466,Meeting,15,63.729864,Monday,Night
7/4/2016,17,31,7/4/2016,17,49,July,2016,Business,Whitebridge,Summerwinds,14.162192,Meeting,18,47.20730667,Monday,Afternoon
7/4/2016,18,23,7/4/2016,18,49,July,2016,Business,Summerwinds,Whitebridge,14.001258,Temporary Site,26,32.31059538,Monday,Afternoon
7/4/2016,20,0,7/4/2016,20,17,July,2016,Business,Cary,Durham,18.990212,Meeting,17,67.02427765,Monday,Evening
7/5/2016,0,0,7/5/2016,0,5,July,2016,Business,Parkwood,Parkwood,1.931208,Errand/Supplies,5,23.174496,Tuesday,Night
7/5/2016,0,8,7/5/2016,0,28,July,2016,Business,Durham,Cary,15.932466,Meeting,20,47.797398,Tuesday,Night
7/5/2016,16,48,7/5/2016,16,52,July,2016,Business,Whitebridge,Whitebridge,0.965604,Errand/Supplies,4,14.48406,Tuesday,Afternoon
7/5/2016,20,6,7/5/2016,20,26,July,2016,Business,Cary,Durham,15.932466,Errand/Supplies,20,47.797398,Tuesday,Evening
7/5/2016,22,41,7/5/2016,23,2,July,2016,Business,Durham,Morrisville,13.840324,Errand/Supplies,21,39.54378286,Tuesday,Evening
7/6/2016,0,33,7/6/2016,0,53,July,2016,Business,Morrisville,Cary,10.138842,Meal/Entertain,20,30.416526,Wednesday,Night
7/6/2016,9,6,7/6/2016,9,25,July,2016,Business,Cary,Durham,15.932466,Meeting,19,50.31305053,Wednesday,Morning
7/6/2016,12,48,7/6/2016,13,8,July,2016,Business,Durham,Cary,15.932466,Meeting,20,47.797398,Wednesday,Morning
7/6/2016,20,4,7/6/2016,20,14,July,2016,Business,Cary,Morrisville,5.310822,Meal/Entertain,10,31.864932,Wednesday,Evening
7/6/2016,23,46,7/6/2016,23,59,July,2016,Business,Morrisville,Cary,4.988954,Customer Visit,13,23.02594154,Wednesday,Evening
7/7/2016,8,22,7/7/2016,8,50,July,2016,Business,Cary,Morrisville,12.713786,Temporary Site,28,27.24382714,Thursday,Morning
7/7/2016,10,27,7/7/2016,10,33,July,2016,Business,Morrisville,Cary,14.323126,Temporary Site,6,143.23126,Thursday,Morning
7/7/2016,12,59,7/7/2016,13,35,July,2016,Business,Kenner,New Orleans,20.599552,Temporary Site,36,34.33258667,Thursday,Morning
7/8/2016,9,50,7/8/2016,10,13,July,2016,Business,CBD,Pontchartrain Beach,12.391918,Temporary Site,23,32.32674261,Friday,Morning
7/8/2016,10,51,7/8/2016,11,12,July,2016,Business,Pontchartrain Beach,CBD,11.26538,Temporary Site,21,32.1868,Friday,Morning
7/8/2016,13,48,7/8/2016,14,11,July,2016,Business,New Orleans,Metairie,20.11675,Temporary Site,23,52.47847826,Friday,Afternoon
7/8/2016,17,11,7/8/2016,17,30,July,2016,Business,Kenner,New Orleans,21.243288,Temporary Site,19,67.08406737,Friday,Afternoon
7/9/2016,9,3,7/9/2016,9,46,July,2016,Business,New Orleans,Kenner,20.92142,Temporary Site,43,29.19267907,Saturday,Morning
7/9/2016,9,52,7/9/2016,10,6,July,2016,Business,Kenner,Metairie,7.885766,Temporary Site,14,33.79614,Saturday,Morning
7/9/2016,10,15,7/9/2016,10,33,July,2016,Business,Metairie,New Orleans,13.67939,Temporary Site,18,45.59796667,Saturday,Morning
7/10/2016,14,10,7/10/2016,14,17,July,2016,Business,CBD,St Thomas,2.092142,Temporary Site,7,17.93264571,Sunday,Afternoon
7/10/2016,16,4,7/10/2016,16,15,July,2016,Business,St Thomas,CBD,2.896812,Temporary Site,11,15.80079273,Sunday,Afternoon
7/10/2016,18,5,7/10/2016,18,21,July,2016,Business,New Orleans,Kenner,21.887024,Temporary Site,16,82.07634,Sunday,Afternoon
7/10/2016,19,51,7/10/2016,20,8,July,2016,Business,Kenner,New Orleans,21.565156,Temporary Site,17,76.11231529,Sunday,Evening
7/12/2016,16,10,7/12/2016,16,45,July,2016,Business,New Orleans,Kenner,19.794882,Temporary Site,35,33.93408343,Tuesday,Afternoon
7/12/2016,19,21,7/12/2016,19,26,July,2016,Personal,Kenner,Kenner,2.253076,Temporary Site,5,27.036912,Tuesday,Evening
7/13/2016,12,39,7/13/2016,13,20,July,2016,Personal,Cary,Morrisville,37.81949,Temporary Site,41,55.34559512,Wednesday,Morning
7/13/2016,13,25,7/13/2016,13,39,July,2016,Personal,Morrisville,Morrisville,3.540548,Temporary Site,14,15.17377714,Wednesday,Afternoon
7/13/2016,13,42,7/13/2016,13,54,July,2016,Personal,Morrisville,Cary,7.081096,Temporary Site,12,35.40548,Wednesday,Afternoon
7/14/2016,15,51,7/14/2016,15,59,July,2016,Personal,Cary,Morrisville,5.310822,Temporary Site,8,39.831165,Thursday,Afternoon
7/14/2016,16,3,7/14/2016,16,34,July,2016,Business,Morrisville,Morrisville,18.990212,Errand/Supplies,31,36.75524903,Thursday,Afternoon
7/14/2016,16,39,7/14/2016,20,5,July,2016,Business,Morrisville,Banner Elk,314.304102,Errand/Supplies,206,91.54488408,Thursday,Afternoon
7/15/2016,11,32,7/15/2016,11,53,July,2016,Personal,Banner Elk,Banner Elk,13.357522,Errand/Supplies,21,38.16434857,Friday,Morning
7/15/2016,12,9,7/15/2016,12,19,July,2016,Personal,Banner Elk,Banner Elk,5.149888,Errand/Supplies,10,30.899328,Friday,Morning
7/15/2016,12,35,7/15/2016,13,15,July,2016,Personal,Banner Elk,Elk Park,36.049216,Errand/Supplies,40,54.073824,Friday,Morning
7/15/2016,15,3,7/15/2016,15,33,July,2016,Personal,Elk Park,Banner Elk,19.633948,Errand/Supplies,30,39.267896,Friday,Afternoon
7/15/2016,15,40,7/15/2016,15,52,July,2016,Personal,Banner Elk,Banner Elk,7.24203,Errand/Supplies,12,36.21015,Friday,Afternoon
7/16/2016,13,14,7/16/2016,14,10,July,2016,Personal,Banner Elk,Newland,45.222454,Errand/Supplies,56,48.45262929,Saturday,Afternoon
7/16/2016,14,14,7/16/2016,14,30,July,2016,Personal,Newland,Newland,6.115492,Errand/Supplies,16,22.933095,Saturday,Afternoon
7/16/2016,15,29,7/16/2016,16,57,July,2016,Personal,Newland,Boone,67.431346,Errand/Supplies,88,45.97591773,Saturday,Afternoon
7/16/2016,19,42,7/16/2016,20,35,July,2016,Personal,Boone,Banner Elk,38.302292,Errand/Supplies,53,43.36108528,Saturday,Evening
7/16/2016,21,45,7/16/2016,22,18,July,2016,Personal,Banner Elk,Banner Elk,20.92142,Errand/Supplies,33,38.03894545,Saturday,Evening
7/16/2016,22,50,7/16/2016,23,3,July,2016,Business,Banner Elk,Banner Elk,7.081096,Errand/Supplies,13,32.68198154,Saturday,Evening
7/17/2016,11,23,7/17/2016,11,50,July,2016,Personal,Banner Elk,Boone,24.301034,Charity ($),27,54.00229778,Sunday,Morning
7/17/2016,12,20,7/17/2016,15,25,July,2016,Personal,Boone,Cary,290.003068,Commute,185,94.05504908,Sunday,Morning
7/18/2016,10,37,7/18/2016,10,49,July,2016,Personal,Cary,Morrisville,6.598294,Moving,12,32.99147,Monday,Morning
7/18/2016,10,54,7/18/2016,11,15,July,2016,Personal,Morrisville,Cary,9.816974,Moving,21,28.04849714,Monday,Morning
7/18/2016,11,25,7/18/2016,11,36,July,2016,Personal,Northwoods,Preston,5.310822,Moving,11,28.96812,Monday,Morning
7/18/2016,11,40,7/18/2016,11,56,July,2016,Personal,Preston,Whitebridge,7.563898,Moving,16,28.3646175,Monday,Morning
7/18/2016,17,12,7/18/2016,17,33,July,2016,Business,Cary,Apex,11.587248,Meeting,21,33.10642286,Monday,Afternoon
7/18/2016,18,32,7/18/2016,18,47,July,2016,Business,Apex,Cary,8.85137,Meal/Entertain,15,35.40548,Monday,Afternoon
7/18/2016,19,7,7/18/2016,19,14,July,2016,Business,Cary,Morrisville,5.310822,Meal/Entertain,7,45.52133143,Monday,Evening
7/18/2016,20,28,7/18/2016,20,32,July,2016,Business,Hazelwood,Weston,1.448406,Errand/Supplies,4,21.72609,Monday,Evening
7/18/2016,21,11,7/18/2016,21,19,July,2016,Business,Morrisville,Cary,6.115492,Meal/Entertain,8,45.86619,Monday,Evening
7/19/2016,10,35,7/19/2016,10,51,July,2016,Business,Whitebridge,Stonewater,10.299776,Customer Visit,16,38.62416,Tuesday,Morning
7/19/2016,10,56,7/19/2016,11,11,July,2016,Business,Stonewater,Lexington Park at Amberly,4.82802,Meeting,15,19.31208,Tuesday,Morning
7/19/2016,11,30,7/19/2016,12,0,July,2016,Business,Lexington Park at Amberly,Whitebridge,14.001258,Meal/Entertain,30,28.002516,Tuesday,Morning
7/19/2016,17,14,7/19/2016,17,24,July,2016,Business,Whitebridge,Chessington,6.276426,Errand/Supplies,10,37.658556,Tuesday,Afternoon
7/19/2016,17,50,7/19/2016,18,8,July,2016,Personal,Chessington,Whitebridge,7.724832,Errand/Supplies,18,25.74944,Tuesday,Afternoon
7/20/2016,17,12,7/20/2016,17,24,July,2016,Personal,Whitebridge,Edgehill Farms,4.506152,Errand/Supplies,12,22.53076,Wednesday,Afternoon
7/20/2016,17,50,7/20/2016,17,57,July,2016,Personal,Edgehill Farms,Preston,2.253076,Errand/Supplies,7,19.31208,Wednesday,Afternoon
7/20/2016,18,16,7/20/2016,18,20,July,2016,Personal,Preston,Whitebridge,2.253076,Errand/Supplies,4,33.79614,Wednesday,Afternoon
7/21/2016,17,17,7/21/2016,17,23,July,2016,Business,Whitebridge,Edgehill Farms,4.345218,Errand/Supplies,6,43.45218,Thursday,Afternoon
7/21/2016,17,42,7/21/2016,17,51,July,2016,Business,Edgehill Farms,Burtrose,3.701482,Errand/Supplies,9,24.67654667,Thursday,Afternoon
7/21/2016,18,27,7/21/2016,18,42,July,2016,Business,Cary,Morrisville,5.954558,Errand/Supplies,15,23.818232,Thursday,Afternoon
7/21/2016,19,30,7/21/2016,19,39,July,2016,Business,Morrisville,Cary,4.667086,Errand/Supplies,9,31.11390667,Thursday,Evening
7/22/2016,10,42,7/22/2016,10,53,July,2016,Business,Cary,Morrisville,6.115492,Errand/Supplies,11,33.35722909,Friday,Morning
7/22/2016,11,11,7/22/2016,11,25,July,2016,Business,Morrisville,Cary,8.207634,Errand/Supplies,14,35.17557429,Friday,Morning
7/22/2016,11,37,7/22/2016,12,0,July,2016,Business,Hazelwood,Lexington Park at Amberly,14.644994,Errand/Supplies,23,38.20433217,Friday,Morning
7/22/2016,12,14,7/22/2016,12,31,July,2016,Business,Cary,Durham,12.87472,Errand/Supplies,17,45.44018824,Friday,Morning
7/22/2016,13,21,7/22/2016,13,42,July,2016,Business,Durham,Cary,15.932466,Meeting,21,45.52133143,Friday,Afternoon
7/22/2016,14,27,7/22/2016,14,43,July,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,16,36.8136525,Friday,Afternoon
7/22/2016,15,49,7/22/2016,16,22,July,2016,Business,Morrisville,Cary,19.633948,Meal/Entertain,33,35.69808727,Friday,Afternoon
7/22/2016,18,33,7/22/2016,18,51,July,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meal/Entertain,18,42.91573333,Friday,Afternoon
7/23/2016,14,27,7/23/2016,14,44,July,2016,Business,Cary,Morrisville,6.43736,Meal/Entertain,17,22.72009412,Saturday,Afternoon
7/23/2016,14,48,7/23/2016,15,12,July,2016,Business,Morrisville,Cary,15.28873,Meal/Entertain,24,38.221825,Saturday,Afternoon
7/23/2016,15,15,7/23/2016,15,27,July,2016,Business,Cary,Morrisville,4.82802,Meal/Entertain,12,24.1401,Saturday,Afternoon
7/23/2016,15,50,7/23/2016,16,10,July,2016,Business,Morrisville,Cary,10.138842,Meal/Entertain,20,30.416526,Saturday,Afternoon
7/23/2016,20,17,7/23/2016,20,33,July,2016,Business,Cary,Durham,16.737136,Meeting,16,62.76426,Saturday,Evening
7/23/2016,23,18,7/23/2016,23,43,July,2016,Business,Durham,Cary,15.932466,Meeting,25,38.2379184,Saturday,Evening
7/25/2016,10,35,7/25/2016,10,41,July,2016,Business,Whitebridge,Parkway,2.41401,Meeting,6,24.1401,Monday,Morning
7/25/2016,10,47,7/25/2016,10,58,July,2016,Business,Cary,Morrisville,7.885766,Meeting,11,43.01326909,Monday,Morning
7/25/2016,11,4,7/25/2016,11,33,July,2016,Business,Morrisville,Cary,12.713786,Meeting,29,26.30438483,Monday,Morning
7/25/2016,11,37,7/25/2016,11,44,July,2016,Business,Parkway,Whitebridge,2.735878,Meeting,7,23.45038286,Monday,Morning
7/26/2016,15,43,7/26/2016,15,49,July,2016,Business,Whitebridge,Westpark Place,3.540548,Meeting,6,35.40548,Tuesday,Afternoon
7/26/2016,17,14,7/26/2016,17,24,July,2016,Business,Westpark Place,Whitebridge,3.379614,Meeting,10,20.277684,Tuesday,Afternoon
7/26/2016,20,52,7/26/2016,21,0,July,2016,Business,Cary,Morrisville,4.02335,Meal/Entertain,8,30.175125,Tuesday,Evening
7/26/2016,22,31,7/26/2016,22,39,July,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,8,30.175125,Tuesday,Evening
7/27/2016,19,8,7/27/2016,19,20,July,2016,Business,Cary,Morrisville,4.506152,Meal/Entertain,12,22.53076,Wednesday,Evening
7/27/2016,21,34,7/27/2016,21,57,July,2016,Business,Morrisville,Raleigh,23.657298,Meal/Entertain,23,61.71469043,Wednesday,Evening
7/27/2016,22,0,7/27/2016,22,26,July,2016,Business,Raleigh,Morrisville,23.496364,Meal/Entertain,26,54.22237846,Wednesday,Evening
7/28/2016,0,4,7/28/2016,0,9,July,2016,Business,Morrisville,Cary,3.701482,Meal/Entertain,5,44.417784,Thursday,Night
7/29/2016,15,45,7/29/2016,15,47,July,2016,Business,Whitebridge,Westpark Place,3.540548,Meal/Entertain,2,106.21644,Friday,Afternoon
7/29/2016,17,27,7/29/2016,17,45,July,2016,Business,Westpark Place,Whitebridge,3.540548,Meal/Entertain,18,11.80182667,Friday,Afternoon
7/30/2016,17,2,7/30/2016,17,27,July,2016,Business,Cary,Durham,22.53076,Meal/Entertain,25,54.073824,Saturday,Afternoon
7/30/2016,21,16,7/30/2016,21,41,July,2016,Business,Durham,Cary,21.404222,Meal/Entertain,25,51.3701328,Saturday,Evening
7/31/2016,17,30,7/31/2016,17,37,July,2016,Business,Westpark Place,Whitebridge,2.896812,Meal/Entertain,7,24.82981714,Sunday,Afternoon
8/1/2016,12,47,8/1/2016,13,4,Aug,2016,Business,Whitebridge,Arlington Park at Amberly,9.977908,Meal/Entertain,17,35.21614588,Monday,Morning
8/1/2016,13,8,8/1/2016,13,19,Aug,2016,Business,Arlington Park at Amberly,Lexington Park at Amberly,2.092142,Meal/Entertain,11,11.41168364,Monday,Afternoon
8/1/2016,13,28,8/1/2016,13,46,Aug,2016,Business,Lexington Park at Amberly,Westpark Place,3.057746,Meal/Entertain,18,10.19248667,Monday,Afternoon
8/1/2016,13,52,8/1/2016,14,14,Aug,2016,Business,Cary,Apex,11.104446,Meal/Entertain,22,30.28485273,Monday,Afternoon
8/1/2016,15,40,8/1/2016,15,47,Aug,2016,Business,Apex,Cary,7.402964,Meal/Entertain,7,63.45397714,Monday,Afternoon
8/1/2016,16,18,8/1/2016,16,25,Aug,2016,Business,Whitebridge,Edgehill Farms,4.506152,Meal/Entertain,7,38.62416,Monday,Afternoon
8/1/2016,16,29,8/1/2016,16,59,Aug,2016,Business,Cary,Morrisville,14.644994,Meal/Entertain,30,29.289988,Monday,Afternoon
8/1/2016,17,23,8/1/2016,17,55,Aug,2016,Business,Morrisville,Cary,13.035654,Meal/Entertain,32,24.44185125,Monday,Afternoon
8/2/2016,8,11,8/2/2016,8,32,Aug,2016,Business,Cary,Morrisville,13.518456,Meeting,21,38.62416,Tuesday,Morning
8/2/2016,11,51,8/2/2016,12,15,Aug,2016,Business,Arlington,Washington,7.885766,Meeting,24,19.714415,Tuesday,Morning
8/2/2016,19,15,8/2/2016,19,23,Aug,2016,Business,Kalorama Triangle,K Street,1.60934,Meeting,8,12.07005,Tuesday,Evening
8/2/2016,21,23,8/2/2016,21,29,Aug,2016,Business,K Street,Kalorama Triangle,1.60934,Meeting,6,16.0934,Tuesday,Evening
8/3/2016,12,46,8/3/2016,13,0,Aug,2016,Business,West End,Northwest Rectangle,3.21868,Meeting,14,13.79434286,Wednesday,Morning
8/3/2016,14,59,8/3/2016,15,3,Aug,2016,Business,K Street,Kalorama Triangle,1.770274,Meeting,4,26.55411,Wednesday,Afternoon
8/3/2016,16,0,8/3/2016,16,4,Aug,2016,Business,Kalorama Triangle,Downtown,2.41401,Meeting,4,36.21015,Wednesday,Afternoon
8/5/2016,17,23,8/5/2016,17,30,Aug,2016,Business,Connecticut Avenue,Kalorama Triangle,2.092142,Meeting,7,17.93264571,Friday,Afternoon
8/5/2016,18,17,8/5/2016,18,21,Aug,2016,Business,Kalorama Triangle,Columbia Heights,2.896812,Meeting,4,43.45218,Friday,Afternoon
8/5/2016,19,17,8/5/2016,19,27,Aug,2016,Business,Columbia Heights,Kalorama Triangle,2.41401,Meeting,10,14.48406,Friday,Evening
8/6/2016,6,40,8/6/2016,6,58,Aug,2016,Business,Washington,Arlington,10.621644,Meeting,18,35.40548,Saturday,Night
8/6/2016,9,31,8/6/2016,9,53,Aug,2016,Business,Morrisville,Cary,12.87472,Meeting,22,35.11287273,Saturday,Morning
8/7/2016,17,14,8/7/2016,17,23,Aug,2016,Business,Whitebridge,Edgehill Farms,4.345218,Meeting,9,28.96812,Sunday,Afternoon
8/7/2016,17,28,8/7/2016,17,43,Aug,2016,Business,Edgehill Farms,Whitebridge,4.345218,Customer Visit,15,17.380872,Sunday,Afternoon
8/7/2016,18,17,8/7/2016,18,23,Aug,2016,Business,Cary,Morrisville,4.02335,Customer Visit,6,40.2335,Sunday,Afternoon
8/7/2016,20,15,8/7/2016,20,23,Aug,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,8,30.175125,Sunday,Evening
8/8/2016,16,17,8/8/2016,16,31,Aug,2016,Business,Whitebridge,Farmington Woods,8.368568,Meal/Entertain,14,35.86529143,Monday,Afternoon
8/8/2016,16,37,8/8/2016,16,50,Aug,2016,Business,Farmington Woods,Edgehill Farms,6.43736,Meal/Entertain,13,29.71089231,Monday,Afternoon
8/8/2016,17,2,8/8/2016,17,13,Aug,2016,Business,Edgehill Farms,Whitebridge,4.345218,Customer Visit,11,23.70118909,Monday,Afternoon
8/8/2016,21,50,8/8/2016,22,15,Aug,2016,Business,Cary,Morrisville,7.724832,Customer Visit,25,18.5395968,Monday,Evening
8/8/2016,23,28,8/8/2016,23,37,Aug,2016,Business,Morrisville,Cary,5.149888,Customer Visit,9,34.33258667,Monday,Evening
8/9/2016,14,20,8/9/2016,14,38,Aug,2016,Business,Whitebridge,Waverly Place,11.104446,Customer Visit,18,37.01482,Tuesday,Afternoon
8/9/2016,15,15,8/9/2016,15,36,Aug,2016,Business,Cary,Raleigh,23.979166,Customer Visit,21,68.51190286,Tuesday,Afternoon
8/9/2016,16,4,8/9/2016,16,37,Aug,2016,Business,Raleigh,Cary,28.002516,Customer Visit,33,50.91366545,Tuesday,Afternoon
8/10/2016,16,56,8/10/2016,17,24,Aug,2016,Business,Cary,Durham,20.760486,Customer Visit,28,44.48675571,Wednesday,Afternoon
8/10/2016,17,53,8/10/2016,18,28,Aug,2016,Business,Durham,Apex,24.622902,Customer Visit,35,42.21068914,Wednesday,Afternoon
8/10/2016,18,49,8/10/2016,18,50,Aug,2016,Business,Apex,Apex,1.60934,Customer Visit,1,96.5604,Wednesday,Afternoon
8/10/2016,19,47,8/10/2016,20,2,Aug,2016,Business,Apex,Cary,9.65604,Customer Visit,15,38.62416,Wednesday,Evening
8/11/2016,12,53,8/11/2016,13,0,Aug,2016,Business,Whitebridge,Heritage Pines,3.540548,Customer Visit,7,30.34755429,Thursday,Morning
8/11/2016,13,14,8/11/2016,13,28,Aug,2016,Business,Heritage Pines,Edgehill Farms,7.081096,Customer Visit,14,30.34755429,Thursday,Afternoon
8/11/2016,13,32,8/11/2016,13,42,Aug,2016,Business,Edgehill Farms,Whitebridge,4.506152,Customer Visit,10,27.036912,Thursday,Afternoon
8/11/2016,18,37,8/11/2016,19,29,Aug,2016,Business,Cary,Wake Forest,51.016078,Customer Visit,52,58.86470538,Thursday,Afternoon
8/11/2016,20,59,8/11/2016,21,44,Aug,2016,Business,Wake Forest,Cary,51.337946,Customer Visit,45,68.45059467,Thursday,Evening
8/12/2016,18,49,8/12/2016,18,52,Aug,2016,Business,Whitebridge,Westpark Place,3.057746,Customer Visit,3,61.15492,Friday,Afternoon
8/12/2016,18,56,8/12/2016,19,5,Aug,2016,Business,Westpark Place,Whitebridge,2.896812,Customer Visit,9,19.31208,Friday,Afternoon
8/13/2016,15,35,8/13/2016,15,58,Aug,2016,Business,Cary,Morrisville,13.518456,Meeting,23,35.26553739,Saturday,Afternoon
8/15/2016,9,5,8/15/2016,9,52,Aug,2016,Business,R?walpindi,Unknown Location,25.105704,Meeting,47,32.04983489,Monday,Morning
8/15/2016,15,20,8/15/2016,15,47,Aug,2016,Business,Unknown Location,Unknown Location,22.691694,Meeting,27,50.42598667,Monday,Afternoon
8/15/2016,16,52,8/15/2016,17,30,Aug,2016,Business,Unknown Location,Unknown Location,25.266638,Meeting,38,39.89469158,Monday,Afternoon
8/15/2016,19,8,8/15/2016,20,30,Aug,2016,Business,Unknown Location,Unknown Location,41.681906,Temporary Site,82,30.49895561,Monday,Evening
8/16/2016,7,58,8/16/2016,8,11,Aug,2016,Business,Unknown Location,Unknown Location,12.713786,Temporary Site,13,58.67901231,Tuesday,Morning
